Calendar Date,SP 500 Level
20110401,1332.41
20110404,1332.87
20110405,1332.63
20110406,1335.54
20110407,1333.51
20110408,1328.17
20110411,1324.46
20110412,1314.16
20110413,1314.41
20110414,1314.52
20110415,1319.68
20110418,1305.14
20110419,1312.62
20110420,1330.36
20110421,1337.38
20110425,1335.25
20110426,1347.24
20110427,1355.66
20110428,1360.48
20110429,1363.61
20110502,1361.22
20110503,1356.62
20110504,1347.32
20110505,1335.1
20110506,1340.2
20110509,1346.29
20110510,1357.16
20110511,1342.08
20110512,1348.65
20110513,1337.77
20110516,1329.47
20110517,1328.98
20110518,1340.68
20110519,1343.6
20110520,1333.27
20110523,1317.37
20110524,1316.28
20110525,1320.47
20110526,1325.69
20110527,1331.1
20110531,1345.2
20110601,1314.55
20110602,1312.94
20110603,1300.16
20110606,1286.17
20110607,1284.94
20110608,1279.56
20110609,1289
20110610,1270.98
20110613,1271.83
20110614,1287.87
20110615,1265.42
20110616,1267.64
20110617,1271.5
20110620,1278.36
20110621,1295.52
20110622,1287.14
20110623,1283.5
20110624,1268.45
20110627,1280.1
20110628,1296.67
20110629,1307.41
20110630,1320.64
20110701,1339.67
20110705,1337.88
20110706,1339.22
20110707,1353.22
20110708,1343.8
20110711,1319.49
20110712,1313.64
20110713,1317.72
20110714,1308.87
20110715,1316.14
20110718,1305.44
20110719,1326.73
20110720,1325.84
20110721,1343.8
20110722,1345.02
20110725,1337.43
20110726,1331.94
20110727,1304.89
20110728,1300.67
20110729,1292.28
20110801,1286.94
20110802,1254.05
20110803,1260.34
20110804,1200.07
20110805,1199.38
20110808,1119.46
20110809,1172.53
20110810,1120.76
20110811,1172.64
20110812,1178.81
20110815,1204.49
20110816,1192.76
20110817,1193.89
20110818,1140.65
20110819,1123.53
20110822,1123.82
20110823,1162.35
20110824,1177.6
20110825,1159.27
20110826,1176.8
20110829,1210.08
20110830,1212.92
20110831,1218.89
20110901,1204.42
20110902,1173.97
20110906,1165.24
20110907,1198.62
20110908,1185.9
20110909,1154.23
20110912,1162.27
20110913,1172.87
20110914,1188.68
20110915,1209.11
20110916,1216.01
20110919,1204.09
20110920,1202.09
20110921,1166.76
20110922,1129.56
20110923,1136.43
20110926,1162.95
20110927,1175.38
20110928,1151.06
20110929,1160.4
20110930,1131.42
20111003,1099.23
20111004,1123.95
20111005,1144.03
20111006,1164.97
20111007,1155.46
20111010,1194.89
20111011,1195.54
20111012,1207.25
20111013,1203.66
20111014,1224.58
20111017,1200.86
20111018,1225.38
20111019,1209.88
20111020,1215.39
20111021,1238.25
20111024,1254.19
20111025,1229.05
20111026,1242
20111027,1284.59
20111028,1285.09
20111031,1253.3
20111101,1218.28
20111102,1237.9
20111103,1261.15
20111104,1253.23
20111107,1261.12
20111108,1275.92
20111109,1229.1
20111110,1239.69
20111111,1263.85
20111114,1251.78
20111115,1257.81
20111116,1236.91
20111117,1216.13
20111118,1215.65
20111121,1192.98
20111122,1188.04
20111123,1161.79
20111125,1158.67
20111128,1192.55
20111129,1195.19
20111130,1246.96
20111201,1244.58
20111202,1244.28
20111205,1257.08
20111206,1258.47
20111207,1261.01
20111208,1234.35
20111209,1255.19
20111212,1236.47
20111213,1225.73
20111214,1211.82
20111215,1215.75
20111216,1219.66
20111219,1205.35
20111220,1241.3
20111221,1243.72
20111222,1254
20111223,1265.33
20111227,1265.43
20111228,1249.64
20111229,1263.02
20111230,1257.6
20120103,1277.06
20120104,1277.3
20120105,1281.06
20120106,1277.81
20120109,1280.7
20120110,1292.08
20120111,1292.48
20120112,1295.5
20120113,1289.09
20120117,1293.67
20120118,1308.04
20120119,1314.5
20120120,1315.38
20120123,1316
20120124,1314.65
20120125,1326.05
20120126,1318.43
20120127,1316.33
20120130,1313.01
20120131,1312.41
20120201,1324.09
20120202,1325.54
20120203,1344.9
20120206,1344.33
20120207,1347.05
20120208,1349.96
20120209,1351.95
20120210,1342.64
20120213,1351.77
20120214,1350.5
20120215,1343.23
20120216,1358.04
20120217,1361.23
20120221,1362.21
20120222,1357.66
20120223,1363.46
20120224,1365.74
20120227,1367.59
20120228,1372.18
20120229,1365.68
20120301,1374.09
20120302,1369.63
20120305,1364.33
20120306,1343.36
20120307,1352.63
20120308,1365.91
20120309,1370.87
20120312,1371.09
20120313,1395.95
20120314,1394.28
20120315,1402.6
20120316,1404.17
20120319,1409.75
20120320,1405.52
20120321,1402.89
20120322,1392.78
20120323,1397.11
20120326,1416.51
20120327,1412.52
20120328,1405.54
20120329,1403.28
20120330,1408.47
20120402,1419.04
20120403,1413.38
20120404,1398.96
20120405,1398.08
20120409,1382.2
20120410,1358.59
20120411,1368.71
20120412,1387.57
20120413,1370.26
20120416,1369.57
20120417,1390.78
20120418,1385.14
20120419,1376.92
20120420,1378.53
20120423,1366.94
20120424,1371.97
20120425,1390.69
20120426,1399.98
20120427,1403.36
20120430,1397.91
20120501,1405.82
20120502,1402.31
20120503,1391.57
20120504,1369.1
20120507,1369.58
20120508,1363.72
20120509,1354.58
20120510,1357.99
20120511,1353.39
20120514,1338.35
20120515,1330.66
20120516,1324.8
20120517,1304.86
20120518,1295.22
20120521,1315.99
20120522,1316.63
20120523,1318.86
20120524,1320.68
20120525,1317.82
20120529,1332.42
20120530,1313.32
20120531,1310.33
20120601,1278.04
20120604,1278.18
20120605,1285.5
20120606,1315.13
20120607,1314.99
20120608,1325.66
20120611,1308.93
20120612,1324.18
20120613,1314.88
20120614,1329.1
20120615,1342.84
20120618,1344.78
20120619,1357.98
20120620,1355.69
20120621,1325.51
20120622,1335.02
20120625,1313.72
20120626,1319.99
20120627,1331.85
20120628,1329.04
20120629,1362.16
20120702,1365.51
20120703,1374.02
20120705,1367.58
20120706,1354.68
20120709,1352.46
20120710,1341.47
20120711,1341.45
20120712,1334.76
20120713,1356.78
20120716,1353.64
20120717,1363.67
20120718,1372.78
20120719,1376.51
20120720,1362.66
20120723,1350.52
20120724,1338.31
20120725,1337.89
20120726,1360.02
20120727,1385.97
20120730,1385.3
20120731,1379.32
20120801,1375.14
20120802,1365
20120803,1390.99
20120806,1394.23
20120807,1401.35
20120808,1402.22
20120809,1402.8
20120810,1405.87
20120813,1404.11
20120814,1403.93
20120815,1405.53
20120816,1415.51
20120817,1418.16
20120820,1418.13
20120821,1413.17
20120822,1413.49
20120823,1402.08
20120824,1411.13
20120827,1410.44
20120828,1409.3
20120829,1410.49
20120830,1399.48
20120831,1406.58
20120904,1404.94
20120905,1403.44
20120906,1432.12
20120907,1437.92
20120910,1429.08
20120911,1433.56
20120912,1436.56
20120913,1459.99
20120914,1465.77
20120917,1461.19
20120918,1459.32
20120919,1461.05
20120920,1460.26
20120921,1460.15
20120924,1456.89
20120925,1441.59
20120926,1433.32
20120927,1447.15
20120928,1440.67
20121001,1444.49
20121002,1445.75
20121003,1450.99
20121004,1461.4
20121005,1460.93
20121008,1455.88
20121009,1441.48
20121010,1432.56
20121011,1432.84
20121012,1428.59
20121015,1440.13
20121016,1454.92
20121017,1460.91
20121018,1457.34
20121019,1433.19
20121022,1433.82
20121023,1413.11
20121024,1408.75
20121025,1412.97
20121026,1411.94
20121031,1412.16
20121101,1427.59
20121102,1414.2
20121105,1417.26
20121106,1428.39
20121107,1394.53
20121108,1377.51
20121109,1379.85
20121112,1380.03
20121113,1374.53
20121114,1355.49
20121115,1353.33
20121116,1359.88
20121119,1386.89
20121120,1387.81
20121121,1391.03
20121123,1409.15
20121126,1406.29
20121127,1398.94
20121128,1409.93
20121129,1415.95
20121130,1416.18
20121203,1409.46
20121204,1407.05
20121205,1409.28
20121206,1413.94
20121207,1418.07
20121210,1418.55
20121211,1427.84
20121212,1428.48
20121213,1419.45
20121214,1413.58
20121217,1430.36
20121218,1446.79
20121219,1435.81
20121220,1443.69
20121221,1430.15
20121224,1426.66
20121226,1419.83
20121227,1418.1
20121228,1402.43
20121231,1426.19
